From,To,Distance
AVXV,QJVF,3149
AVXV,QKJA,2284
AVXV,QSEU,4015
AVXV,QYZH,2478
AVXV,RDRD,4193
AVXV,RKMF,2417
AVXV,RZQH,2279
AVXV,SBDW,4277
AVXV,SCEY,2290
AVXV,SEA1,7433
AVXV,SGBP,3339
AVXV,SHYQ,4214
AVXV,SMYU,3950
AVXV,STRL,7228
AVXV,SXHT,4183
AVXV,TDHV,2926
AVXV,THWA,4304
AVXV,TKXA,2197
AVXV,TMKH,4170
AVXV,TYFR,6517
AVXV,UGZX,7711
AVXV,UHGN,3268
AVXV,UHHZ,3976
AVXV,ULLT,5152
AVXV,UMXB,7001
AVXV,VDYD,3625
AVXV,VGHV,7395
AVXV,VKAG,4219
AVXV,VLSB,4114
AVXV,VRJT,7287
AVXV,VSMR,5829
AVXV,VWLB,6338
AVXV,VYHK,6477
AVXV,WEAS,3820
AVXV,WSVC,7337
AVXV,WWYK,3273
AVXV,XBGX,6860
AVXV,XDAT,2125
AVXV,XLWU,3905
AVXV,XQDT,6269
AVXV,XUMU,2133
AVXV,YAQF,3590
AVXV,YTPM,4376
AVXV,YWHG,3450
AVXV,ZAWN,4287
AVXV,ZFKN,6296
AVXV,ZHTV,3886
AVXV,ZJXD,3884
AVXV,ZNRE,3365
AVXV,ZRCE,2410
AWUB,AEDY,4025
AWUB,AGGN,310
AWUB,AJJY,6471
AWUB,AJXF,903
AWUB,AQLM,471
AWUB,ASHE,4650
AWUB,ATXK,6755
AWUB,AVXV,3472
AWUB,AWUB,1
AWUB,BAEY,1408
AWUB,BBJM,657
AWUB,BJHZ,248
AWUB,BPWZ,649
AWUB,BQWK,4850
AWUB,BRKR,355
AWUB,BWKR,278
AWUB,BXUR,897
AWUB,CTGC,608
AWUB,CWKW,5923
AWUB,CYWF,395
AWUB,CZQZ,498
AWUB,DDPF,192
AWUB,DESR,1356
AWUB,DKFX,690
AWUB,DNNL,852
AWUB,DPNB,632
AWUB,DVLK,7355
AWUB,DYCS,779
AWUB,ETZB,1198
AWUB,EYBD,7384
AWUB,FAXN,4391
AWUB,FBNV,876
AWUB,FGDC,9124
AWUB,FGWB,468
AWUB,FJXT,971
AWUB,FNWZ,315
AWUB,FTEP,383
AWUB,FTEV,379
AWUB,FTFA,386
AWUB,FTZH,5000
AWUB,FUQN,4959
AWUB,FUZD,1214
AWUB,FXSB,2760
AWUB,GAMH,91
AWUB,GHLN,747
AWUB,GJKZ,1421
AWUB,GKVB,3988
AWUB,GUQE,399
AWUB,GYRZ,4385
AWUB,HNTK,4960
AWUB,HPBF,4892
AWUB,HTUX,684
AWUB,HUUA,1195
AWUB,JEAH,4991
AWUB,JFSD,944
AWUB,JREZ,1077
AWUB,KJGW,1431
AWUB,KNMD,3464
AWUB,KRSM,1020
AWUB,KWRD,631
AWUB,KYJL,815
AWUB,KZTV,3464
AWUB,LEXG,638
AWUB,LSGE,631
AWUB,LXEZ,6576
AWUB,LYAX,3453
AWUB,MAHG,274
AWUB,MBPB,315
AWUB,MEPJ,6113
AWUB,MHMV,665
AWUB,MQNA,3210
AWUB,MSET,4050
AWUB,MSQB,408
AWUB,MUHJ,897
AWUB,MYXZ,441
AWUB,NKAK,164
AWUB,NNGX,1229
AWUB,NRCH,1465
AWUB,NUEX,946
AWUB,NVZR,643
AWUB,NWXN,4995
AWUB,NZAS,1205
AWUB,OPA1,4928
AWUB,PCZP,1190
AWUB,PJVY,868
AWUB,PNQS,371
AWUB,PQWY,1583
AWUB,PRQE,355
AWUB,PSXE,521
AWUB,PTFL,1027
AWUB,QFQE,4049
AWUB,QJKL,743
AWUB,QJVF,1017
AWUB,QKJA,1188
AWUB,QSEU,544
AWUB,QYZH,1227
AWUB,RDRD,746
AWUB,RKMF,1084
AWUB,RZQH,1193
AWUB,SBDW,899
AWUB,SCEY,1188
AWUB,SEA1,4965
AWUB,SGBP,528
AWUB,SHYQ,939
AWUB,SMYU,6072
AWUB,STRL,4936
AWUB,SXHT,724
AWUB,TDHV,659
AWUB,THWA,1193
AWUB,TKXA,1282
AWUB,TMKH,749
AWUB,TYFR,4370
AWUB,UGZX,6714
AWUB,UHGN,230
AWUB,UHHZ,511
AWUB,ULLT,1738
AWUB,UMXB,4180
AWUB,VDYD,408
AWUB,VGHV,7100
AWUB,VKAG,802
AWUB,VLSB,670
AWUB,VRJT,5034
AWUB,VSMR,8562
AWUB,VWLB,4215
AWUB,VYHK,4323
AWUB,WEAS,517
AWUB,WSVC,4829
AWUB,WWYK,255
AWUB,XBGX,4202
AWUB,XDAT,1424
AWUB,XLWU,441
AWUB,XQDT,4000
AWUB,XUMU,1353
AWUB,YAQF,705
AWUB,YTPM,1163
AWUB,YWHG,374
AWUB,ZAWN,1007
AWUB,ZFKN,4087
AWUB,ZHTV,641
AWUB,ZJXD,864
AWUB,ZNRE,5763
AWUB,ZRCE,1061
BAEY,AEDY,4542
BAEY,AGGN,1098
BAEY,AJJY,5069
BAEY,AJXF,2067
BAEY,AQLM,1812
BAEY,ASHE,5153
BAEY,ATXK,6883
BAEY,AVXV,2164
BAEY,AWUB,1408
BAEY,BAEY,1
BAEY,BBJM,2012
BAEY,BJHZ,1289
BAEY,BPWZ,856
BAEY,BQWK,5584
BAEY,BRKR,1705
BAEY,BWKR,1509
BAEY,BXUR,2060
BAEY,CTGC,1623
BAEY,CWKW,6398
BAEY,CYWF,1611
BAEY,CZQZ,918
BAEY,DDPF,1227
BAEY,DESR,113
BAEY,DKFX,2034
BAEY,DNNL,2137
BAEY,DPNB,1535
BAEY,DVLK,6064
BAEY,DYCS,1810
BAEY,ETZB,401
BAEY,EYBD,6093
BAEY,FAXN,4872
BAEY,FBNV,664
BAEY,FGDC,8773
BAEY,FGWB,1802
BAEY,FJXT,2125
BAEY,FNWZ,1126
BAEY,FTEP,1786
BAEY,FTEV,1784
BAEY,FTFA,1791
BAEY,FTZH,5767
BAEY,FUQN,5663
BAEY,FUZD,374
BAEY,FXSB,1696
BAEY,GAMH,1489
BAEY,GHLN,772
BAEY,GJKZ,536
BAEY,GKVB,4531
BAEY,GUQE,1202
BAEY,GYRZ,4863
BAEY,HNTK,5688
BAEY,HPBF,5622
BAEY,HTUX,1532
BAEY,HUUA,335
BAEY,JEAH,5706
BAEY,JFSD,1170
BAEY,JREZ,2076
BAEY,KJGW,94
BAEY,KNMD,2157
BAEY,KRSM,452
BAEY,KWRD,835
BAEY,KYJL,2221
BAEY,KZTV,2157
BAEY,LEXG,2003
BAEY,LSGE,2023
BAEY,LXEZ,5307
BAEY,LYAX,2145
BAEY,MAHG,1681
BAEY,MBPB,1274
BAEY,MEPJ,4903
BAEY,MHMV,753
BAEY,MQNA,4193
BAEY,MSET,4559
BAEY,MSQB,1449
BAEY,MUHJ,2119
BAEY,MYXZ,1816
BAEY,NKAK,1425
BAEY,NNGX,2277
BAEY,NRCH,2359
BAEY,NUEX,553
BAEY,NVZR,2050
BAEY,NWXN,5722
BAEY,NZAS,673
BAEY,OPA1,5652
BAEY,PCZP,374
BAEY,PJVY,2008
BAEY,PNQS,1750
BAEY,PQWY,483
BAEY,PRQE,1142
BAEY,PSXE,1789
BAEY,PTFL,2151
BAEY,QFQE,4560
BAEY,QJKL,1303
BAEY,QJVF,1032
BAEY,QKJA,430
BAEY,QSEU,1933
BAEY,QYZH,345
BAEY,RDRD,2068
BAEY,RKMF,351
BAEY,RZQH,437
BAEY,SBDW,2125
BAEY,SCEY,364
BAEY,SEA1,5678
BAEY,SGBP,1178
BAEY,SHYQ,2052
BAEY,SMYU,4894
BAEY,STRL,5558
BAEY,SXHT,2128
BAEY,TDHV,783
BAEY,THWA,2147
BAEY,TKXA,321
BAEY,TMKH,2033
BAEY,TYFR,4869
BAEY,UGZX,6944
BAEY,UHGN,1255
BAEY,UHHZ,1874
BAEY,ULLT,3145
BAEY,UMXB,5036
BAEY,VDYD,1476
BAEY,VGHV,7069
BAEY,VKAG,2078
BAEY,VLSB,1990
BAEY,VRJT,5644
BAEY,VSMR,7340
BAEY,VWLB,4687
BAEY,VYHK,4821
BAEY,WEAS,1670
BAEY,WSVC,5553
BAEY,WWYK,1171
BAEY,XBGX,4967
BAEY,XDAT,57
BAEY,XLWU,1846
BAEY,XQDT,4534
BAEY,XUMU,267
BAEY,YAQF,1428
BAEY,YTPM,2213
BAEY,YWHG,1303
BAEY,ZAWN,2124
BAEY,ZFKN,4595
BAEY,ZHTV,1727
BAEY,ZJXD,1723
BAEY,ZNRE,4488
BAEY,ZRCE,512
BBJM,AEDY,3576
BBJM,AGGN,939
BBJM,AJJY,7016
BBJM,AJXF,424
BBJM,AQLM,199
BBJM,ASHE,4181
BBJM,ATXK,6338
BBJM,AVXV,4120
BBJM,AWUB,657
BBJM,BAEY,2012
BBJM,BBJM,1
BBJM,BJHZ,881
BBJM,BPWZ,1305
BBJM,BQWK,4296
BBJM,BRKR,311
BBJM,BWKR,504
BBJM,BXUR,423
BBJM,CTGC,556
BBJM,CWKW,5421
BBJM,CYWF,419
BBJM,CZQZ,1139
BBJM,DDPF,847
BBJM,DESR,1975
BBJM,DKFX,43
BBJM,DNNL,241
BBJM,DPNB,666
BBJM,DVLK,7719
BBJM,DYCS,539
BBJM,ETZB,1845
BBJM,EYBD,7747
BBJM,FAXN,3940
BBJM,FBNV,1530
BBJM,FGDC,8694
BBJM,FGWB,210
BBJM,FJXT,474
BBJM,FNWZ,971
BBJM,FTEP,317
BBJM,FTEV,330
BBJM,FTFA,321
BBJM,FTZH,4433
BBJM,FUQN,4412
BBJM,FUZD,1859
BBJM,FXSB,3134
BBJM,GAMH,608
BBJM,GHLN,1270
BBJM,GJKZ,1907
BBJM,GKVB,3530
BBJM,GUQE,826
BBJM,GYRZ,3935
BBJM,HNTK,4405
BBJM,HPBF,4338
BBJM,HTUX,715
BBJM,HUUA,1835
BBJM,JEAH,4439
BBJM,JFSD,1200
BBJM,JREZ,693
BBJM,KJGW,2048
BBJM,KNMD,4113
BBJM,KRSM,1584
BBJM,KWRD,1284
BBJM,KYJL,419
BBJM,KZTV,4113
BBJM,LEXG,35
BBJM,LSGE,143
BBJM,LXEZ,6943
BBJM,LYAX,4101
BBJM,MAHG,439
BBJM,MBPB,940
BBJM,MEPJ,6441
BBJM,MHMV,1302
BBJM,MQNA,2616
BBJM,MSET,3603
BBJM,MSQB,603
BBJM,MUHJ,350
BBJM,MYXZ,217
BBJM,NKAK,590
BBJM,NNGX,753
BBJM,NRCH,1050
BBJM,NUEX,1594
BBJM,NVZR,293
BBJM,NWXN,4439
BBJM,NZAS,1655
BBJM,OPA1,4376
BBJM,PCZP,1834
BBJM,PJVY,436
BBJM,PNQS,287
BBJM,PQWY,2093
BBJM,PRQE,871
BBJM,PSXE,258
BBJM,PTFL,541
BBJM,QFQE,3601
BBJM,QJKL,946
BBJM,QJVF,1338
BBJM,QKJA,1837
BBJM,QSEU,156
BBJM,QYZH,1775
BBJM,RDRD,116
BBJM,RKMF,1712
BBJM,RZQH,1843
BBJM,SBDW,346
BBJM,SCEY,1831
BBJM,SEA1,4415
BBJM,SGBP,895
BBJM,SHYQ,501
BBJM,SMYU,6377
BBJM,STRL,4416
BBJM,SXHT,254
BBJM,TDHV,1230
BBJM,THWA,806
BBJM,TKXA,1924
BBJM,TMKH,183
BBJM,TYFR,3914
BBJM,UGZX,6263
BBJM,UHGN,879
BBJM,UHHZ,146
BBJM,ULLT,1180
BBJM,UMXB,3604
BBJM,VDYD,576
BBJM,VGHV,6725
BBJM,VKAG,220
BBJM,VLSB,91
BBJM,VRJT,4515
BBJM,VSMR,8779
BBJM,VWLB,3775
BBJM,VYHK,3869
BBJM,WEAS,421
BBJM,WSVC,4279
BBJM,WWYK,850
BBJM,XBGX,3655
BBJM,XDAT,2037
BBJM,XLWU,288
BBJM,XQDT,3545
BBJM,XUMU,1991
BBJM,YAQF,821
BBJM,YTPM,702
BBJM,YWHG,731
BBJM,ZAWN,536
BBJM,ZFKN,3638
BBJM,ZHTV,469
BBJM,ZJXD,729
BBJM,ZNRE,6157
BBJM,ZRCE,1712
BJHZ,AEDY,4265
BJHZ,AGGN,280
BJHZ,AJJY,6354
BJHZ,AJXF,1151
BJHZ,AQLM,707
BJHZ,ASHE,4891
BJHZ,ATXK,6983
BJHZ,AVXV,3281
BJHZ,AWUB,248
BJHZ,BAEY,1289
BJHZ,BBJM,881
BJHZ,BJHZ,1
BJHZ,BPWZ,460
BJHZ,BQWK,5098
BJHZ,BRKR,593
BJHZ,BWKR,521
BJHZ,BXUR,1145
BJHZ,CTGC,843
BJHZ,CWKW,6167
BJHZ,CYWF,641
BJHZ,CZQZ,382
BJHZ,DDPF,155
BJHZ,DESR,1221
BJHZ,DKFX,918
BJHZ,DNNL,1090
BJHZ,DPNB,850
BJHZ,DVLK,7319
BJHZ,DYCS,1021
BJHZ,ETZB,1025
BJHZ,EYBD,7348
BJHZ,FAXN,4630
BJHZ,FBNV,690
BJHZ,FGDC,9341
BJHZ,FGWB,707
BJHZ,FJXT,1219
BJHZ,FNWZ,174
BJHZ,FTEP,579
BJHZ,FTEV,571
BJHZ,FTFA,579
BJHZ,FTZH,5248
BJHZ,FUQN,5206
BJHZ,FUZD,1044
BJHZ,FXSB,2764
BJHZ,GAMH,274
BJHZ,GHLN,744
BJHZ,GJKZ,1396
BJHZ,GKVB,4228
BJHZ,GUQE,534
BJHZ,GYRZ,4623
BJHZ,HNTK,5208
BJHZ,HPBF,5139
BJHZ,HTUX,898
BJHZ,HUUA,1035
BJHZ,JEAH,5238
BJHZ,JFSD,1067
BJHZ,JREZ,1323
BJHZ,KJGW,1297
BJHZ,KNMD,3273
BJHZ,KRSM,957
BJHZ,KWRD,461
BJHZ,KYJL,961
BJHZ,KZTV,3273
BJHZ,LEXG,858
BJHZ,LSGE,832
BJHZ,LXEZ,6546
BJHZ,LYAX,3262
BJHZ,MAHG,455
BJHZ,MBPB,68
BJHZ,MEPJ,6104
BJHZ,MHMV,538
BJHZ,MQNA,3457
BJHZ,MSET,4289
BJHZ,MSQB,628
BJHZ,MUHJ,1142
BJHZ,MYXZ,665
BJHZ,NKAK,398
BJHZ,NNGX,1477
BJHZ,NRCH,1709
BJHZ,NUEX,778
BJHZ,NVZR,809
BJHZ,NWXN,5243
BJHZ,NZAS,1213
BJHZ,OPA1,5176
BJHZ,PCZP,1022
BJHZ,PJVY,1116
BJHZ,PNQS,596
BJHZ,PQWY,1536
BJHZ,PRQE,446
BJHZ,PSXE,767
BJHZ,PTFL,1275
BJHZ,QFQE,4288
BJHZ,QJKL,906
BJHZ,QJVF,1107
BJHZ,QKJA,1011
BJHZ,QSEU,751
BJHZ,QYZH,1165
BJHZ,RDRD,979
BJHZ,RKMF,945
BJHZ,RZQH,1014
BJHZ,SBDW,1144
BJHZ,SCEY,1023
BJHZ,SEA1,5213
BJHZ,SGBP,661
BJHZ,SHYQ,1187
BJHZ,SMYU,6074
BJHZ,STRL,5182
BJHZ,SXHT,903
BJHZ,TDHV,623
BJHZ,THWA,1438
BJHZ,TKXA,1116
BJHZ,TMKH,990
BJHZ,TYFR,4610
BJHZ,UGZX,6949
BJHZ,UHGN,53
BJHZ,UHHZ,738
BJHZ,ULLT,1889
BJHZ,UMXB,4428
BJHZ,VDYD,634
BJHZ,VGHV,7318
BJHZ,VKAG,1043
BJHZ,VLSB,905
BJHZ,VRJT,5280
BJHZ,VSMR,8564
BJHZ,VWLB,4452
BJHZ,VYHK,4563
BJHZ,WEAS,762
BJHZ,WSVC,5077
BJHZ,WWYK,313
BJHZ,XBGX,4450
BJHZ,XDAT,1296
BJHZ,XLWU,630
BJHZ,XQDT,4240
BJHZ,XUMU,1193
BJHZ,YAQF,897
BJHZ,YTPM,1410
BJHZ,YWHG,551
BJHZ,ZAWN,1255
BJHZ,ZFKN,4326
BJHZ,ZHTV,884
BJHZ,ZJXD,1092
BJHZ,ZNRE,5728
BJHZ,ZRCE,882
BPWZ,AEDY,4470
BPWZ,AGGN,396
BPWZ,AJJY,5903
BPWZ,AJXF,1502
BPWZ,AQLM,1115
BPWZ,ASHE,5101
BPWZ,ATXK,7104
BPWZ,AVXV,2827
BPWZ,AWUB,649
BPWZ,BAEY,856
BPWZ,BBJM,1305
BPWZ,BJHZ,460
BPWZ,BPWZ,1
BPWZ,BQWK,5383
BPWZ,BRKR,998
BPWZ,BWKR,857
BPWZ,BXUR,1495
BPWZ,CTGC,1112
BPWZ,CWKW,6386
BPWZ,CYWF,982
BPWZ,CZQZ,216
BPWZ,DDPF,458
BPWZ,DESR,777
BPWZ,DKFX,1338
BPWZ,DNNL,1490
BPWZ,DPNB,1074
BPWZ,DVLK,6919
BPWZ,DYCS,1311
BPWZ,ETZB,565
BPWZ,EYBD,6947
BPWZ,FAXN,4829
BPWZ,FBNV,231
BPWZ,FGDC,9350
BPWZ,FGWB,1111
BPWZ,FJXT,1569
BPWZ,FNWZ,334
BPWZ,FTEP,1023
BPWZ,FTEV,1017
BPWZ,FTFA,1025
BPWZ,FTZH,5545
BPWZ,FUQN,5483
BPWZ,FUZD,585
BPWZ,FXSB,2445
BPWZ,GAMH,710
BPWZ,GHLN,562
BPWZ,GJKZ,1079
BPWZ,GKVB,4441
BPWZ,GUQE,676
BPWZ,GYRZ,4822
BPWZ,HNTK,5492
BPWZ,HPBF,5424
BPWZ,HTUX,1103
BPWZ,HUUA,578
BPWZ,JEAH,5519
BPWZ,JFSD,1051
BPWZ,JREZ,1618
BPWZ,KJGW,852
BPWZ,KNMD,2819
BPWZ,KRSM,618
BPWZ,KWRD,62
BPWZ,KYJL,1421
BPWZ,KZTV,2819
BPWZ,LEXG,1287
BPWZ,LSGE,1276
BPWZ,LXEZ,6157
BPWZ,LYAX,2808
BPWZ,MAHG,903
BPWZ,MBPB,430
BPWZ,MEPJ,5739
BPWZ,MHMV,192
BPWZ,MQNA,3798
BPWZ,MSET,4493
BPWZ,MSQB,887
BPWZ,MUHJ,1517
BPWZ,MYXZ,1090
BPWZ,NKAK,739
BPWZ,NNGX,1798
BPWZ,NRCH,1982
BPWZ,NUEX,321
BPWZ,NVZR,1266
BPWZ,NWXN,5527
BPWZ,NZAS,965
BPWZ,OPA1,5459
BPWZ,PCZP,563
BPWZ,PJVY,1455
BPWZ,PNQS,1020
BPWZ,PQWY,1179
BPWZ,PRQE,568
BPWZ,PSXE,1142
BPWZ,PTFL,1616
BPWZ,QFQE,4492
BPWZ,QJKL,996
BPWZ,QJVF,1021
BPWZ,QKJA,551
BPWZ,QSEU,1191
BPWZ,QYZH,810
BPWZ,RDRD,1391
BPWZ,RKMF,505
BPWZ,RZQH,554
BPWZ,SBDW,1520
BPWZ,SCEY,564
BPWZ,SEA1,5493
BPWZ,SGBP,752
BPWZ,SHYQ,1519
BPWZ,SMYU,5721
BPWZ,STRL,5433
BPWZ,SXHT,1357
BPWZ,TDHV,425
BPWZ,THWA,1721
BPWZ,TKXA,657
BPWZ,TMKH,1384
BPWZ,TYFR,4815
BPWZ,UGZX,7102
BPWZ,UHGN,442
BPWZ,UHHZ,1159
BPWZ,ULLT,2349
BPWZ,UMXB,4741
BPWZ,VDYD,906
BPWZ,VGHV,7390
BPWZ,VKAG,1436
BPWZ,VLSB,1313
BPWZ,VRJT,5529
BPWZ,VSMR,8189
BPWZ,VWLB,4646
BPWZ,VYHK,4767
BPWZ,WEAS,1084
BPWZ,WSVC,5359
BPWZ,WWYK,499
BPWZ,XBGX,4736
BPWZ,XDAT,856
BPWZ,XLWU,1078
BPWZ,XQDT,4451
BPWZ,XUMU,735
BPWZ,YAQF,1052
BPWZ,YTPM,1729
BPWZ,YWHG,753
BPWZ,ZAWN,1593
BPWZ,ZFKN,4529
BPWZ,ZHTV,1187
BPWZ,ZJXD,1319
BPWZ,ZNRE,5338
BPWZ,ZRCE,422
BQWK,AEDY,1117
BQWK,AGGN,4999
BQWK,AJJY,7024
BQWK,AJXF,3951
BQWK,AQLM,4422
BQWK,ASHE,708
BQWK,ATXK,2248
BQWK,AVXV,7376
BQWK,AWUB,4850
BQWK,BAEY,5584
BQWK,BBJM,4296
BQWK,BJHZ,5098
BQWK,BPWZ,5383
BQWK,BQWK,1
BQWK,BRKR,4524
BQWK,BWKR,4580
BQWK,BXUR,3957
BQWK,CTGC,4281
BQWK,CWKW,1191
BQWK,CYWF,4457
BQWK,CZQZ,5167
BQWK,DDPF,4995
BQWK,DESR,5639
BQWK,DKFX,4253
BQWK,DNNL,4057
BQWK,DPNB,4309
BQWK,DVLK,5950
BQWK,DYCS,4087
BQWK,ETZB,5719
BQWK,EYBD,5952
BQWK,FAXN,907
BQWK,FBNV,5539
BQWK,FGDC,4425
BQWK,FGWB,4417
BQWK,FJXT,3884
BQWK,FNWZ,5105
BQWK,FTEP,4607
BQWK,FTEV,4621
BQWK,FTFA,4613
BQWK,FTZH,192
BQWK,FUQN,130
BQWK,FUZD,5715
BQWK,FXSB,4968
BQWK,GAMH,4843
BQWK,GHLN,4963
BQWK,GJKZ,5091
BQWK,GKVB,1103
BQWK,GUQE,4706
BQWK,GYRZ,918
BQWK,HNTK,110
BQWK,HPBF,42
BQWK,HTUX,4279
BQWK,HUUA,5662
BQWK,JEAH,144
BQWK,JFSD,4459
BQWK,JREZ,3781
BQWK,KJGW,5674
BQWK,KNMD,7374
BQWK,KRSM,5202
BQWK,KWRD,5332
BQWK,KYJL,4494
BQWK,KZTV,7374
BQWK,LEXG,4328
BQWK,LSGE,4406
BQWK,LXEZ,5808
BQWK,LYAX,7364
BQWK,MAHG,4719
BQWK,MBPB,5165
BQWK,MEPJ,5480
BQWK,MHMV,5264
BQWK,MQNA,1704
BQWK,MSET,1109
BQWK,MSQB,4507
BQWK,MUHJ,3975
BQWK,MYXZ,4487
BQWK,NKAK,4705
BQWK,NNGX,3620
BQWK,NRCH,3403
BQWK,NUEX,5536
BQWK,NVZR,4518
BQWK,NWXN,145
BQWK,NZAS,4911
BQWK,OPA1,81
BQWK,PCZP,5690
BQWK,PJVY,3983
BQWK,PNQS,4545
BQWK,PQWY,5240
BQWK,PRQE,4815
BQWK,PSXE,4337
BQWK,PTFL,3825
BQWK,QFQE,1107
BQWK,QJKL,4417
BQWK,QJVF,4573
BQWK,QKJA,5731
BQWK,QSEU,4451
BQWK,QYZH,5241
BQWK,RDRD,4182
BQWK,RKMF,5512
BQWK,RZQH,5741
BQWK,SBDW,3976
BQWK,SCEY,5680
BQWK,SEA1,124
BQWK,SGBP,4641
BQWK,SHYQ,3911
BQWK,SMYU,5334
BQWK,STRL,318
BQWK,SXHT,4419
BQWK,TDHV,5047
BQWK,THWA,3670
BQWK,TKXA,5741
BQWK,TMKH,4143
BQWK,TYFR,882
BQWK,UGZX,2094
BQWK,UHGN,5072
BQWK,UHHZ,4417
BQWK,ULLT,4008
BQWK,UMXB,714
BQWK,VDYD,4492
BQWK,VGHV,2694
BQWK,VKAG,4092
BQWK,VLSB,4241
BQWK,VRJT,369
BQWK,VSMR,5652
BQWK,VWLB,1051
BQWK,VYHK,917
BQWK,WEAS,4338
BQWK,WSVC,41
BQWK,WWYK,4898
BQWK,XBGX,648
BQWK,XDAT,5639
BQWK,XLWU,4584
BQWK,XQDT,1108
BQWK,XUMU,5761
BQWK,YAQF,4338
BQWK,YTPM,3687
BQWK,YWHG,4632
BQWK,ZAWN,3844
BQWK,ZFKN,1081
BQWK,ZHTV,4220
BQWK,ZJXD,4064
BQWK,ZNRE,5795
BQWK,ZRCE,5652
BRKR,AEDY,3742
BRKR,AGGN,627
BRKR,AJJY,6733
BRKR,AJXF,574
BRKR,AQLM,117
BRKR,ASHE,4359
BRKR,ATXK,6494
BRKR,AVXV,3809
BRKR,AWUB,355
BRKR,BAEY,1705
BRKR,BBJM,311
BRKR,BJHZ,593
BRKR,BPWZ,998
BRKR,BQWK,4524
BRKR,BRKR,1
BRKR,BWKR,214
BRKR,BXUR,569
BRKR,CTGC,426
BRKR,CWKW,5621
BRKR,CYWF,190
BRKR,CZQZ,828
BRKR,DDPF,541
BRKR,DESR,1666
BRKR,DKFX,340
BRKR,DNNL,498
BRKR,DPNB,508
BRKR,DVLK,7511
BRKR,DYCS,526
BRKR,ETZB,1534
BRKR,EYBD,7540
BRKR,FAXN,4107
BRKR,FBNV,1221
BRKR,FGDC,8868
BRKR,FGWB,114
BRKR,FJXT,641
BRKR,FNWZ,665
BRKR,FTEP,175
BRKR,FTEV,188
BRKR,FTFA,185
BRKR,FTZH,4669
BRKR,FUQN,4636
BRKR,FUZD,1548
BRKR,FXSB,2906
BRKR,GAMH,324
BRKR,GHLN,977
BRKR,GJKZ,1631
BRKR,GKVB,3700
BRKR,GUQE,540
BRKR,GYRZ,4102
BRKR,HNTK,4634
BRKR,HPBF,4566
BRKR,HTUX,566
BRKR,HUUA,1524
BRKR,JEAH,4666
BRKR,JFSD,990
BRKR,JREZ,788
BRKR,KJGW,1739
BRKR,KNMD,3802
BRKR,KRSM,1285
BRKR,KWRD,975
BRKR,KYJL,587
BRKR,KZTV,3802
BRKR,LEXG,299
BRKR,LSGE,327
BRKR,LXEZ,6731
BRKR,LYAX,3790
BRKR,MAHG,219
BRKR,MBPB,657
BRKR,MEPJ,6244
BRKR,MHMV,990
BRKR,MQNA,2868
BRKR,MSET,3768
BRKR,MSQB,357
BRKR,MUHJ,552
BRKR,MYXZ,116
BRKR,NKAK,280
BRKR,NNGX,913
BRKR,NRCH,1177
BRKR,NUEX,1283
BRKR,NVZR,406
BRKR,NWXN,4668
BRKR,NZAS,1388
BRKR,OPA1,4603
BRKR,PCZP,1523
BRKR,PJVY,550
BRKR,PNQS,73
BRKR,PQWY,1811
BRKR,PRQE,569
BRKR,PSXE,192
BRKR,PTFL,702
BRKR,QFQE,3766
BRKR,QJKL,743
BRKR,QJVF,1108
BRKR,QKJA,1526
BRKR,QSEU,239
BRKR,QYZH,1480
BRKR,RDRD,392
BRKR,RKMF,1401
BRKR,RZQH,1532
BRKR,SBDW,553
BRKR,SCEY,1520
BRKR,SEA1,4641
BRKR,SGBP,630
BRKR,SHYQ,624
BRKR,SMYU,6189
BRKR,STRL,4624
BRKR,SXHT,450
BRKR,TDHV,926
BRKR,THWA,908
BRKR,TKXA,1613
BRKR,TMKH,396
BRKR,TYFR,4084
BRKR,UGZX,6436
BRKR,UHGN,583
BRKR,UHHZ,169
BRKR,ULLT,1460
BRKR,UMXB,3845
BRKR,VDYD,334
BRKR,VGHV,6860
BRKR,VKAG,449
BRKR,VLSB,315
BRKR,VRJT,4722
BRKR,VSMR,8646
BRKR,VWLB,3936
BRKR,VYHK,4038
BRKR,WEAS,281
BRKR,WSVC,4505
BRKR,WWYK,539
BRKR,XBGX,3878
BRKR,XDAT,1729
BRKR,XLWU,218
BRKR,XQDT,3714
BRKR,XUMU,1680
BRKR,YAQF,644
BRKR,YTPM,850
BRKR,YWHG,453
BRKR,ZAWN,686
BRKR,ZFKN,3804
BRKR,ZHTV,398
BRKR,ZJXD,672
BRKR,ZNRE,5931
BRKR,ZRCE,1402
BWKR,AEDY,3747
BWKR,AGGN,465
BWKR,AJJY,6522
BWKR,AJXF,648
BWKR,AQLM,306
BWKR,ASHE,4372
BWKR,ATXK,6478
BWKR,AVXV,3634
BWKR,AWUB,278
BWKR,BAEY,1509
BWKR,BBJM,504
BWKR,BJHZ,521
BWKR,BPWZ,857
BWKR,BQWK,4580
BWKR,BRKR,214
BWKR,BWKR,1
BWKR,BXUR,642
BWKR,CTGC,333
BWKR,CWKW,5646
BWKR,CYWF,126
BWKR,CZQZ,665
BWKR,DDPF,419
BWKR,DESR,1476
BWKR,DKFX,525
BWKR,DNNL,644
BWKR,DPNB,373
BWKR,DVLK,7304
BWKR,DYCS,501
BWKR,ETZB,1365
BWKR,EYBD,7332
BWKR,FAXN,4113
