Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
SRC,01042A000,3,3,W,DF2,11.767,11.767,11.767,11.767
SRC,01042A000,3,3,W,MG1,5.011,5.011,5.011,5.011
SRC,01042A000,3,7,"","",56.689,11.556,6.194,3.928
SRC,01042A000,3,9,"","",0.872,0.872,0.872,0.872
SRC,01045A000,1,3,A,JP8,60.299,60.299,60.299,60.299
SRC,01045A000,1,3,W,DF2,3.785,3.785,3.785,3.785
SRC,01045A000,1,3,W,MG1,1.717,1.717,1.717,1.717
SRC,01045A000,1,7,"","",11.188,0.035,0.016,0.011
SRC,01045A000,1,9,"","",0.601,0.601,0.601,0.601
SRC,01045A000,3,3,A,JP8,60.299,60.299,60.299,60.299
SRC,01045A000,3,3,W,DF2,5.981,5.981,5.981,5.981
SRC,01045A000,3,3,W,MG1,1.723,1.723,1.723,1.723
SRC,01045A000,3,7,"","",72.351,2.878,0.728,3.951
SRC,01045A000,3,9,"","",0.601,0.601,0.601,0.601
SRC,01046A000,1,3,W,DF2,12.419,12.419,12.419,12.419
SRC,01046A000,1,3,W,MG1,6.301,6.301,6.301,6.301
SRC,01046A000,1,7,"","",21.591,0.011,0,0
SRC,01046A000,1,9,"","",0.043,0.043,0.043,0.043
SRC,01046A000,3,3,W,DF2,21.376,21.376,21.376,21.376
SRC,01046A000,3,3,W,MG1,6.301,6.301,6.301,6.301
SRC,01046A000,3,7,"","",101.151,8.151,1.301,0.785
SRC,01046A000,3,9,"","",0.043,0.043,0.043,0.043
SRC,01049A000,1,3,A,JP8,9.708,9.708,9.708,9.708
SRC,01049A000,1,3,W,DF2,1.64,1.64,1.64,1.64
SRC,01049A000,1,3,W,MG1,0.517,0.517,0.517,0.517
SRC,01049A000,1,7,"","",3.685,0.124,0.067,0.045
SRC,01049A000,1,9,"","",0.079,0.079,0.079,0.079
SRC,01049A000,3,3,A,JP8,9.708,9.708,9.708,9.708
SRC,01049A000,3,3,W,DF2,1.438,1.438,1.438,1.438
SRC,01049A000,3,3,W,MG1,0.539,0.539,0.539,0.539
SRC,01049A000,3,7,"","",17.629,2.517,1.202,0.73
SRC,01049A000,3,9,"","",0.079,0.079,0.079,0.079
SRC,01065A000,1,3,A,JP8,14.182,14.182,14.182,14.182
SRC,01065A000,1,3,W,DF2,5.313,3.361,3.386,4.903
SRC,01065A000,1,3,W,MG1,2.828,2.828,2.828,2.828
SRC,01065A000,1,7,"","",55.84,3.533,1.596,0.765
SRC,01065A000,1,9,"","",0.122,0.122,0.122,0.122
SRC,01065A000,3,3,A,JP8,14.182,14.182,14.182,14.182
SRC,01065A000,3,3,W,DF2,5.326,5.013,5.069,5.223
SRC,01065A000,3,3,W,MG1,3.038,3.038,3.038,3.038
SRC,01065A000,3,7,"","",79.078,9.464,1.257,0.605
SRC,01065A000,3,9,"","",0.122,0.122,0.122,0.122
SRC,01065A100,1,3,A,JP8,13.793,13.793,13.793,13.793
SRC,01065A100,1,3,W,DF2,5.207,3.28,3.305,4.799
SRC,01065A100,1,3,W,MG1,2.75,2.75,2.75,2.75
SRC,01065A100,1,7,"","",54.482,3.436,1.552,0.744
SRC,01065A100,1,9,"","",0.122,0.122,0.122,0.122
SRC,01065A100,3,3,A,JP8,13.793,13.793,13.793,13.793
SRC,01065A100,3,3,W,DF2,5.201,4.893,4.948,5.095
SRC,01065A100,3,3,W,MG1,2.954,2.954,2.954,2.954
SRC,01065A100,3,7,"","",77.232,9.238,1.238,0.598
SRC,01065A100,3,9,"","",0.122,0.122,0.122,0.122
SRC,01066A000,1,3,W,DF2,8.392,8.392,8.392,8.392
SRC,01066A000,1,3,W,MG1,5.392,5.392,5.392,5.392
SRC,01066A000,1,7,"","",20.029,0.01,0.01,0
SRC,01066A000,1,9,"","",0.069,0.069,0.069,0.069
SRC,01066A000,3,3,W,DF2,13.373,13.373,13.373,13.373
SRC,01066A000,3,3,W,MG1,5.431,5.431,5.431,5.431
SRC,01066A000,3,7,"","",87.775,5.578,1.088,0.657
SRC,01066A000,3,9,"","",0.069,0.069,0.069,0.069
SRC,01067A000,1,3,A,JP8,41.63,41.63,41.63,41.63
SRC,01067A000,1,3,W,DF2,0.704,0.704,0.704,0.704
SRC,01067A000,1,7,"","",142.148,0,0,0
SRC,01067A000,1,9,"","",0.259,0.259,0.259,0.259
SRC,01067A000,3,3,A,JP8,41.63,41.63,41.63,41.63
SRC,01067A000,3,3,W,DF2,0.63,0.63,0.63,0.63
SRC,01067A000,3,7,"","",118.815,10.926,0.519,0.333
SRC,01067A000,3,9,"","",0.259,0.259,0.259,0.259
SRC,01069A000,1,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01069A000,1,3,W,DF2,1.829,1.829,1.829,1.829
SRC,01069A000,1,3,W,MG1,1.6,1.6,1.6,1.6
SRC,01069A000,1,7,"","",3.6,0.157,0.086,0.057
SRC,01069A000,1,9,"","",0.114,0.114,0.114,0.114
SRC,01069A000,3,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01069A000,3,3,W,DF2,1.657,1.657,1.657,1.657
SRC,01069A000,3,3,W,MG1,2.5,2.5,2.5,2.5
SRC,01069A000,3,7,"","",19.029,2.757,1.329,0.814
SRC,01069A000,3,9,"","",0.114,0.114,0.114,0.114
SRC,01085A000,1,3,A,JP8,15.975,15.975,15.975,15.975
SRC,01085A000,1,3,W,DF2,5.253,5.253,5.253,5.253
SRC,01085A000,1,3,W,MG1,2.692,2.692,2.692,2.692
SRC,01085A000,1,7,"","",57.165,0.051,0.025,0.017
SRC,01085A000,1,9,"","",0.143,0.143,0.143,0.143
SRC,01085A000,3,3,A,JP8,15.975,15.975,15.975,15.975
SRC,01085A000,3,3,W,DF2,6.561,6.561,6.561,6.561
SRC,01085A000,3,3,W,MG1,2.781,2.781,2.781,2.781
SRC,01085A000,3,7,"","",83.819,6.823,1.042,0.633
SRC,01085A000,3,9,"","",0.143,0.143,0.143,0.143
SRC,01086A000,1,3,W,DF2,11.814,11.814,11.814,11.814
SRC,01086A000,1,3,W,MG1,6.384,6.384,6.384,6.384
SRC,01086A000,1,7,"","",18.384,0.012,0,0
SRC,01086A000,1,9,"","",0.047,0.047,0.047,0.047
SRC,01086A000,3,3,W,DF2,15.698,15.698,15.698,15.698
SRC,01086A000,3,3,W,MG1,6.395,6.395,6.395,6.395
SRC,01086A000,3,7,"","",99.628,6.198,1.244,0.756
SRC,01086A000,3,9,"","",0.047,0.047,0.047,0.047
SRC,01087A000,1,3,A,JP8,32.519,32.519,32.519,32.519
SRC,01087A000,1,3,W,DF2,0.889,0.889,0.889,0.889
SRC,01087A000,1,7,"","",144.667,0,0,0
SRC,01087A000,1,9,"","",0.259,0.259,0.259,0.259
SRC,01087A000,3,3,A,JP8,32.519,32.519,32.519,32.519
SRC,01087A000,3,3,W,DF2,0.778,0.778,0.778,0.778
SRC,01087A000,3,7,"","",123,10.963,0.556,0.333
SRC,01087A000,3,9,"","",0.259,0.259,0.259,0.259
SRC,01089A000,1,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01089A000,1,3,W,DF2,2.243,2.243,2.243,2.243
SRC,01089A000,1,3,W,MG1,1.271,1.271,1.271,1.271
SRC,01089A000,1,7,"","",3.586,0.157,0.086,0.057
SRC,01089A000,1,9,"","",0.114,0.114,0.114,0.114
SRC,01089A000,3,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01089A000,3,3,W,DF2,2.029,2.029,2.029,2.029
SRC,01089A000,3,3,W,MG1,1.557,1.557,1.557,1.557
SRC,01089A000,3,7,"","",19.014,2.757,1.329,0.814
SRC,01089A000,3,9,"","",0.114,0.114,0.114,0.114
SRC,01102A000,1,3,W,DF2,12.165,12.165,12.165,12.165
SRC,01102A000,1,3,W,MG1,5.165,5.165,5.165,5.165
SRC,01102A000,1,7,"","",10.275,0.429,0.242,0.148
SRC,01102A000,1,9,"","",0.912,0.912,0.912,0.912
SRC,01102A000,3,3,W,DF2,11.429,11.429,11.429,11.429
SRC,01102A000,3,3,W,MG1,4.725,4.725,4.725,4.725
SRC,01102A000,3,7,"","",61.824,12.967,7.005,4.302
SRC,01102A000,3,9,"","",0.912,0.912,0.912,0.912
SRC,01105A000,1,3,A,JP8,60.136,60.136,60.136,60.136
SRC,01105A000,1,3,W,DF2,3.512,3.512,3.512,3.512
SRC,01105A000,1,3,W,MG1,1.837,1.837,1.837,1.837
SRC,01105A000,1,7,"","",14.827,0.035,0.016,0.011
SRC,01105A000,1,9,"","",0.599,0.599,0.599,0.599
SRC,01105A000,3,3,A,JP8,60.136,60.136,60.136,60.136
SRC,01105A000,3,3,W,DF2,5.528,5.528,5.528,5.528
SRC,01105A000,3,3,W,MG1,2.005,2.005,2.005,2.005
SRC,01105A000,3,7,"","",79.304,2.618,0.702,3.938
SRC,01105A000,3,9,"","",0.599,0.599,0.599,0.599
SRC,01106A000,1,3,W,DF2,11.791,11.791,11.791,11.791
SRC,01106A000,1,3,W,MG1,6.396,6.396,6.396,6.396
SRC,01106A000,1,7,"","",21.11,0.011,0,0
SRC,01106A000,1,9,"","",0.044,0.044,0.044,0.044
SRC,01106A000,3,3,W,DF2,20.176,20.176,20.176,20.176
SRC,01106A000,3,3,W,MG1,6.44,6.44,6.44,6.44
SRC,01106A000,3,7,"","",102.571,7.648,1.297,0.813
SRC,01106A000,3,9,"","",0.044,0.044,0.044,0.044
SRC,01108A000,1,3,A,JP8,117.276,117.276,117.276,117.276
SRC,01108A000,1,3,W,DF2,0.914,0.914,0.914,0.914
SRC,01108A000,1,7,"","",10.155,0.017,0,0
SRC,01108A000,1,9,"","",0.983,0.983,0.983,0.983
SRC,01108A000,3,3,A,JP8,117.276,117.276,117.276,117.276
SRC,01108A000,3,3,W,DF2,0.879,0.879,0.879,0.879
SRC,01108A000,3,7,"","",202.914,0.466,0.241,4.828
SRC,01108A000,3,9,"","",0.983,0.983,0.983,0.983
SRC,01109A000,1,3,A,JP8,9.391,9.391,9.391,9.391
SRC,01109A000,1,3,W,DF2,1.424,1.424,1.424,1.424
SRC,01109A000,1,3,W,MG1,1.043,1.043,1.043,1.043
SRC,01109A000,1,7,"","",19.228,0.12,0.065,0.043
SRC,01109A000,1,9,"","",0.076,0.076,0.076,0.076
SRC,01109A000,3,3,A,JP8,9.391,9.391,9.391,9.391
SRC,01109A000,3,3,W,DF2,1.293,1.293,1.293,1.293
SRC,01109A000,3,3,W,MG1,1.674,1.674,1.674,1.674
SRC,01109A000,3,7,"","",46.533,2.12,1.12,0.707
SRC,01109A000,3,9,"","",0.076,0.076,0.076,0.076
SRC,01167A100,1,3,A,JP8,95.815,95.815,95.815,95.815
SRC,01167A100,1,3,W,DF2,0.704,0.704,0.704,0.704
SRC,01167A100,1,7,"","",12.37,0,0,0
SRC,01167A100,1,9,"","",0.296,0.296,0.296,0.296
SRC,01167A100,3,3,A,JP8,95.815,95.815,95.815,95.815
SRC,01167A100,3,3,W,DF2,0.63,0.63,0.63,0.63
SRC,01167A100,3,7,"","",38.148,5.889,0.63,0.37
SRC,01167A100,3,9,"","",0.296,0.296,0.296,0.296
SRC,01167A200,1,3,A,JP8,41.63,41.63,41.63,41.63
SRC,01167A200,1,3,W,DF2,0.704,0.704,0.704,0.704
SRC,01167A200,1,7,"","",142.519,0,0,0
SRC,01167A200,1,9,"","",0.296,0.296,0.296,0.296
SRC,01167A200,3,3,A,JP8,41.63,41.63,41.63,41.63
SRC,01167A200,3,3,W,DF2,0.63,0.63,0.63,0.63
SRC,01167A200,3,7,"","",120.963,10.963,0.593,0.37
SRC,01167A200,3,9,"","",0.296,0.296,0.296,0.296
SRC,01169A100,1,3,W,DF2,2,2,2,2
SRC,01169A100,1,3,W,MG1,1.284,1.284,1.284,1.284
SRC,01169A100,1,7,"","",3.045,0.164,0.09,0.06
SRC,01169A100,1,9,"","",0.045,0.045,0.045,0.045
SRC,01169A100,3,3,W,DF2,1.806,1.806,1.806,1.806
SRC,01169A100,3,3,W,MG1,1.776,1.776,1.776,1.776
SRC,01169A100,3,7,"","",104.851,1.925,1,0.642
SRC,01169A100,3,9,"","",0.045,0.045,0.045,0.045
SRC,01169A200,1,3,A,JP8,16.615,16.615,16.615,16.615
SRC,01169A200,1,3,W,DF2,2.038,2.038,2.038,2.038
SRC,01169A200,1,3,W,MG1,1.654,1.654,1.654,1.654
SRC,01169A200,1,7,"","",3.75,0.212,0.115,0.077
SRC,01169A200,1,9,"","",0.115,0.115,0.115,0.115
SRC,01169A200,3,3,A,JP8,16.615,16.615,16.615,16.615
SRC,01169A200,3,3,W,DF2,1.788,1.788,1.788,1.788
SRC,01169A200,3,3,W,MG1,2.327,2.327,2.327,2.327
SRC,01169A200,3,7,"","",134.827,2.769,1.423,0.904
SRC,01169A200,3,9,"","",0.115,0.115,0.115,0.115
SRC,01175L000,1,3,A,JP8,34.189,34.189,34.189,34.189
SRC,01175L000,1,3,W,DF2,3.59,3.59,3.59,3.59
SRC,01175L000,1,3,W,MG1,2.534,2.534,2.534,2.534
SRC,01175L000,1,7,"","",19.386,0.004,0,0
SRC,01175L000,1,9,"","",0.197,0.197,0.197,0.197
SRC,01175L000,3,3,A,JP8,34.189,34.189,34.189,34.189
SRC,01175L000,3,3,W,DF2,4.514,4.514,4.514,4.514
SRC,01175L000,3,3,W,MG1,2.675,2.675,2.675,2.675
SRC,01175L000,3,7,"","",63.622,4.799,0.671,0.775
SRC,01175L000,3,9,"","",0.197,0.197,0.197,0.197
SRC,01176L000,1,3,A,JP8,21.952,21.952,21.952,21.952
SRC,01176L000,1,3,W,DF2,12,12,12,12
SRC,01176L000,1,3,W,MG1,9.19,9.19,9.19,9.19
SRC,01176L000,1,7,"","",23.095,0.016,0,0
SRC,01176L000,1,9,"","",0.286,0.286,0.286,0.286
SRC,01176L000,3,3,A,JP8,21.952,21.952,21.952,21.952
SRC,01176L000,3,3,W,DF2,15.921,15.921,15.921,15.921
SRC,01176L000,3,3,W,MG1,9.413,9.413,9.413,9.413
SRC,01176L000,3,7,"","",132.206,6.302,1.048,2.254
SRC,01176L000,3,9,"","",0.286,0.286,0.286,0.286
SRC,01177L000,1,3,A,JP8,58.487,58.487,58.487,58.487
SRC,01177L000,1,3,W,DF2,0.179,0.179,0.179,0.179
SRC,01177L000,1,7,"","",14.897,0,0,0
SRC,01177L000,1,9,"","",0.231,0.231,0.231,0.231
SRC,01177L000,3,3,A,JP8,58.487,58.487,58.487,58.487
SRC,01177L000,3,3,W,DF2,0.128,0.128,0.128,0.128
SRC,01177L000,3,7,"","",32.41,5.821,0.282,0.077
SRC,01177L000,3,9,"","",0.231,0.231,0.231,0.231
SRC,01178L000,1,3,A,JP8,4.174,4.174,4.174,4.174
SRC,01178L000,1,3,W,DF2,1.725,1.725,1.725,1.725
SRC,01178L000,1,3,W,MG1,0.754,0.754,0.754,0.754
SRC,01178L000,1,7,"","",23.609,0,0,0
SRC,01178L000,1,9,"","",0.058,0.058,0.058,0.058
SRC,01178L000,3,3,A,JP8,4.174,4.174,4.174,4.174
SRC,01178L000,3,3,W,DF2,1.536,1.536,1.536,1.536
SRC,01178L000,3,3,W,MG1,1.058,1.058,1.058,1.058
SRC,01178L000,3,7,"","",53.899,1.71,0.913,0.58
SRC,01178L000,3,9,"","",0.058,0.058,0.058,0.058
SRC,01185A100,1,3,A,JP8,28.078,28.078,28.078,28.078
SRC,01185A100,1,3,W,DF2,4.849,4.849,4.849,4.849
SRC,01185A100,1,3,W,MG1,2.492,2.492,2.492,2.492
SRC,01185A100,1,7,"","",14.012,0.047,0.023,0.016
SRC,01185A100,1,9,"","",0.12,0.12,0.12,0.12
SRC,01185A100,3,3,A,JP8,28.078,28.078,28.078,28.078
SRC,01185A100,3,3,W,DF2,6.062,6.062,6.062,6.062
SRC,01185A100,3,3,W,MG1,2.562,2.562,2.562,2.562
SRC,01185A100,3,7,"","",56.651,4.523,0.953,0.593
SRC,01185A100,3,9,"","",0.12,0.12,0.12,0.12
SRC,01185A200,1,3,A,JP8,16.111,16.111,16.111,16.111
SRC,01185A200,1,3,W,DF2,5.238,5.238,5.238,5.238
SRC,01185A200,1,3,W,MG1,2.694,2.694,2.694,2.694
SRC,01185A200,1,7,"","",61.119,0.051,0.026,0.017
SRC,01185A200,1,9,"","",0.149,0.149,0.149,0.149
SRC,01185A200,3,3,A,JP8,16.111,16.111,16.111,16.111
SRC,01185A200,3,3,W,DF2,6.57,6.57,6.57,6.57
SRC,01185A200,3,3,W,MG1,2.77,2.77,2.77,2.77
SRC,01185A200,3,7,"","",92.272,6.8,1.094,0.685
SRC,01185A200,3,9,"","",0.149,0.149,0.149,0.149
SRC,01186A000,1,3,W,DF2,11.976,11.976,11.976,11.976
SRC,01186A000,1,3,W,MG1,6.536,6.536,6.536,6.536
SRC,01186A000,1,7,"","",18.94,0.012,0,0
SRC,01186A000,1,9,"","",0.048,0.048,0.048,0.048
SRC,01186A000,3,3,W,DF2,15.976,15.976,15.976,15.976
SRC,01186A000,3,3,W,MG1,6.548,6.548,6.548,6.548
SRC,01186A000,3,7,"","",103.083,6.167,1.25,0.774
SRC,01186A000,3,9,"","",0.048,0.048,0.048,0.048
SRC,01187A100,1,3,A,JP8,89.444,89.444,89.444,89.444
SRC,01187A100,1,3,W,DF2,0.889,0.889,0.889,0.889
SRC,01187A100,1,7,"","",12.37,0,0,0
SRC,01187A100,1,9,"","",0.296,0.296,0.296,0.296
SRC,01187A100,3,3,A,JP8,89.444,89.444,89.444,89.444
SRC,01187A100,3,3,W,DF2,0.778,0.778,0.778,0.778
SRC,01187A100,3,7,"","",38.111,5.889,0.63,0.37
SRC,01187A100,3,9,"","",0.296,0.296,0.296,0.296
SRC,01187A200,1,3,A,JP8,32.519,32.519,32.519,32.519
SRC,01187A200,1,3,W,DF2,0.889,0.889,0.889,0.889
SRC,01187A200,1,7,"","",145.074,0,0,0
SRC,01187A200,1,9,"","",0.296,0.296,0.296,0.296
SRC,01187A200,3,3,A,JP8,32.519,32.519,32.519,32.519
SRC,01187A200,3,3,W,DF2,0.778,0.778,0.778,0.778
SRC,01187A200,3,7,"","",125.259,10.963,0.63,0.37
SRC,01187A200,3,9,"","",0.296,0.296,0.296,0.296
SRC,01189A100,1,3,W,DF2,1.86,1.86,1.86,1.86
SRC,01189A100,1,3,W,MG1,1.011,1.011,1.011,1.011
SRC,01189A100,1,7,"","",10.978,0.118,0.065,0.043
SRC,01189A100,1,9,"","",0.043,0.043,0.043,0.043
SRC,01189A100,3,3,W,DF2,1.72,1.72,1.72,1.72
SRC,01189A100,3,3,W,MG1,1.194,1.194,1.194,1.194
SRC,01189A100,3,7,"","",30.839,1.828,0.989,0.624
SRC,01189A100,3,9,"","",0.043,0.043,0.043,0.043
SRC,01189A200,1,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01189A200,1,3,W,DF2,2.186,2.186,2.186,2.186
SRC,01189A200,1,3,W,MG1,1.2,1.2,1.2,1.2
SRC,01189A200,1,7,"","",14.586,0.157,0.086,0.057
SRC,01189A200,1,9,"","",0.114,0.114,0.114,0.114
SRC,01189A200,3,3,A,JP8,16.457,16.457,16.457,16.457
SRC,01189A200,3,3,W,DF2,2,2,2,2
SRC,01189A200,3,3,W,MG1,1.443,1.443,1.443,1.443
SRC,01189A200,3,7,"","",41.086,2.729,1.429,0.9
SRC,01189A200,3,9,"","",0.114,0.114,0.114,0.114
SRC,01202A000,1,3,W,DF2,7.598,7.598,7.598,7.598
SRC,01202A000,1,3,W,MG1,5.505,5.505,5.505,5.505
SRC,01202A000,1,7,"","",14.639,0.144,0.082,0.052
SRC,01202A000,1,9,"","",0.052,0.052,0.052,0.052
SRC,01202A000,3,3,W,DF2,9.773,9.773,9.773,9.773
SRC,01202A000,3,3,W,MG1,5.505,5.505,5.505,5.505
SRC,01202A000,3,7,"","",28.144,4.557,1.34,0.784
SRC,01202A000,3,9,"","",0.052,0.052,0.052,0.052
SRC,01202A100,1,3,W,DF2,7.557,7.557,7.557,7.557
SRC,01202A100,1,3,W,MG1,5.505,5.505,5.505,5.505
SRC,01202A100,1,7,"","",14.753,0.144,0.082,0.052
SRC,01202A100,1,9,"","",0.052,0.052,0.052,0.052
SRC,01202A100,3,3,W,DF2,9.742,9.742,9.742,9.742
SRC,01202A100,3,3,W,MG1,5.505,5.505,5.505,5.505
SRC,01202A100,3,7,"","",27.804,4.454,1.299,0.753
SRC,01202A100,3,9,"","",0.052,0.052,0.052,0.052
SRC,01202A200,1,3,W,DF2,7.979,7.979,7.979,7.979
SRC,01202A200,1,3,W,MG1,5.681,5.681,5.681,5.681
SRC,01202A200,1,7,"","",14.894,0.149,0.085,0.053
SRC,01202A200,1,9,"","",0.043,0.043,0.043,0.043
SRC,01202A200,3,3,W,DF2,10.011,10.011,10.011,10.011
SRC,01202A200,3,3,W,MG1,5.681,5.681,5.681,5.681
SRC,01202A200,3,7,"","",24.84,4.213,1.149,0.702
SRC,01202A200,3,9,"","",0.043,0.043,0.043,0.043
SRC,01205A000,1,3,A,JP8,46.749,46.749,46.749,46.749
SRC,01205A000,1,3,W,DF2,4.808,4.808,4.808,4.808
SRC,01205A000,1,3,W,MG1,2.372,2.372,2.372,2.372
SRC,01205A000,1,7,"","",11.384,0.115,0.062,0.04
SRC,01205A000,1,9,"","",0.703,0.703,0.703,0.703
SRC,01205A000,3,3,A,JP8,46.749,46.749,46.749,46.749
SRC,01205A000,3,3,W,DF2,5.483,5.483,5.483,5.483
SRC,01205A000,3,3,W,MG1,2.319,2.319,2.319,2.319
SRC,01205A000,3,7,"","",39.882,4.31,1.988,4.471
SRC,01205A000,3,9,"","",0.703,0.703,0.703,0.703
SRC,01206A000,1,3,W,DF2,11.024,11.024,11.024,11.024
SRC,01206A000,1,3,W,MG1,5.73,5.73,5.73,5.73
SRC,01206A000,1,7,"","",11.849,0.198,0.111,0.071
SRC,01206A000,1,9,"","",0.548,0.548,0.548,0.548
SRC,01206A000,3,3,W,DF2,12.881,12.881,12.881,12.881
SRC,01206A000,3,3,W,MG1,5.556,5.556,5.556,5.556
SRC,01206A000,3,7,"","",49.23,9.262,4.151,2.762
SRC,01206A000,3,9,"","",0.548,0.548,0.548,0.548
SRC,01207A100,1,3,A,JP8,113.469,113.469,113.469,113.469
SRC,01207A100,1,3,W,DF2,0.313,0.313,0.313,0.313
SRC,01207A100,1,7,"","",12.313,0,0,0
SRC,01207A100,1,9,"","",1.188,1.188,1.188,1.188
SRC,01207A100,3,3,A,JP8,113.469,113.469,113.469,113.469
SRC,01207A100,3,3,W,DF2,0.266,0.266,0.266,0.266
SRC,01207A100,3,7,"","",34.906,0.422,0.234,8.078
SRC,01207A100,3,9,"","",1.188,1.188,1.188,1.188
SRC,01207A200,1,3,A,JP8,113.469,113.469,113.469,113.469
SRC,01207A200,1,3,W,DF2,0.313,0.313,0.313,0.313
SRC,01207A200,1,7,"","",9.313,0,0,0
SRC,01207A200,1,9,"","",1.188,1.188,1.188,1.188
SRC,01207A200,3,3,A,JP8,113.469,113.469,113.469,113.469
SRC,01207A200,3,3,W,DF2,0.266,0.266,0.266,0.266
SRC,01207A200,3,7,"","",30.313,0.375,0.203,8.078
SRC,01207A200,3,9,"","",1.188,1.188,1.188,1.188
SRC,01207A300,1,3,A,JP8,38.061,38.061,38.061,38.061
SRC,01207A300,1,3,W,DF2,0.408,0.408,0.408,0.408
SRC,01207A300,1,7,"","",9.755,0,0,0
SRC,01207A300,1,9,"","",0.163,0.163,0.163,0.163
SRC,01207A300,3,3,A,JP8,38.061,38.061,38.061,38.061
SRC,01207A300,3,3,W,DF2,0.347,0.347,0.347,0.347
SRC,01207A300,3,7,"","",104.612,0.449,0.265,0.143
SRC,01207A300,3,9,"","",0.163,0.163,0.163,0.163
SRC,01207L100,1,3,A,JP8,145.24,145.24,145.24,145.24
SRC,01207L100,1,3,W,DF2,0.4,0.4,0.4,0.4
SRC,01207L100,1,7,"","",10.84,0,0,0
SRC,01207L100,1,9,"","",1.52,1.52,1.52,1.52
SRC,01207L100,3,3,A,JP8,145.24,145.24,145.24,145.24
SRC,01207L100,3,3,W,DF2,0.34,0.34,0.34,0.34
SRC,01207L100,3,7,"","",37.96,0.48,0.26,10.34
SRC,01207L100,3,9,"","",1.52,1.52,1.52,1.52
SRC,01209A000,1,3,A,JP8,8.348,8.348,8.348,8.348
SRC,01209A000,1,3,W,DF2,1.812,1.812,1.812,1.812
SRC,01209A000,1,3,W,MG1,0.638,0.638,0.638,0.638
SRC,01209A000,1,7,"","",14.377,0.159,0.087,0.058
SRC,01209A000,1,9,"","",0.072,0.072,0.072,0.072
SRC,01209A000,3,3,A,JP8,8.348,8.348,8.348,8.348
SRC,01209A000,3,3,W,DF2,1.667,1.667,1.667,1.667
SRC,01209A000,3,3,W,MG1,0.71,0.71,0.71,0.71
SRC,01209A000,3,7,"","",40.594,2.536,1.333,0.855
SRC,01209A000,3,9,"","",0.072,0.072,0.072,0.072
SRC,01215A000,1,3,A,JP8,38.949,38.949,38.949,38.949
SRC,01215A000,1,3,W,DF2,5.777,5.777,5.777,5.777
SRC,01215A000,1,3,W,MG1,2.812,2.812,2.812,2.812
SRC,01215A000,1,7,"","",12.252,0.102,0.054,0.035
SRC,01215A000,1,9,"","",0.547,0.547,0.547,0.547
SRC,01215A000,3,3,A,JP8,38.949,38.949,38.949,38.949
SRC,01215A000,3,3,W,DF2,6.802,6.802,6.802,6.802
SRC,01215A000,3,3,W,MG1,2.791,2.791,2.791,2.791
SRC,01215A000,3,7,"","",64.893,4.399,1.71,3.303
SRC,01215A000,3,9,"","",0.547,0.547,0.547,0.547
SRC,01216A000,1,3,W,DF2,10.71,10.71,10.71,10.71
SRC,01216A000,1,3,W,MG1,5.033,5.033,5.033,5.033
SRC,01216A000,1,7,"","",12.038,0.142,0.077,0.049
SRC,01216A000,1,9,"","",0.328,0.328,0.328,0.328
SRC,01216A000,3,3,W,DF2,12.874,12.874,12.874,12.874
SRC,01216A000,3,3,W,MG1,4.765,4.765,4.765,4.765
SRC,01216A000,3,7,"","",40.093,7.634,2.792,1.842
SRC,01216A000,3,9,"","",0.328,0.328,0.328,0.328
SRC,01218A000,1,3,A,JP8,102.143,102.143,102.143,102.143
SRC,01218A000,1,3,W,DF2,0.457,0.457,0.457,0.457
SRC,01218A000,1,7,"","",13.114,0.029,0,0
SRC,01218A000,1,9,"","",1.171,1.171,1.171,1.171
SRC,01218A000,3,3,A,JP8,102.143,102.143,102.143,102.143
SRC,01218A000,3,3,W,DF2,0.4,0.4,0.4,0.4
SRC,01218A000,3,7,"","",34.886,0.571,0.286,7.914
SRC,01218A000,3,9,"","",1.171,1.171,1.171,1.171
SRC,01219A000,1,3,A,JP8,9.29,9.29,9.29,9.29
SRC,01219A000,1,3,W,DF2,1.806,1.806,1.806,1.806
SRC,01219A000,1,3,W,MG1,2.065,2.065,2.065,2.065
SRC,01219A000,1,7,"","",15.758,0.177,0.097,0.065
SRC,01219A000,1,9,"","",0.081,0.081,0.081,0.081
SRC,01219A000,3,3,A,JP8,9.29,9.29,9.29,9.29
SRC,01219A000,3,3,W,DF2,1.661,1.661,1.661,1.661
SRC,01219A000,3,3,W,MG1,2.726,2.726,2.726,2.726
SRC,01219A000,3,7,"","",45.145,2.887,1.5,0.952
SRC,01219A000,3,9,"","",0.081,0.081,0.081,0.081
SRC,01245A000,1,3,A,JP8,62.252,62.252,62.252,62.252
SRC,01245A000,1,3,W,DF2,6.378,6.378,6.378,6.378
SRC,01245A000,1,3,W,MG1,2.571,2.571,2.571,2.571
SRC,01245A000,1,7,"","",7.583,0.152,0.082,0.053
SRC,01245A000,1,9,"","",0.478,0.478,0.478,0.478
SRC,01245A000,3,3,A,JP8,62.252,62.252,62.252,62.252
